loss_name,pic_name,answers
DRSL3_0_6,dog_0440.jpg,"['A dog is sitting on a couch with a person.', 'A dog wearing a hat and a tie.', 'A dog wearing a hat and a tie.', 'A dog wearing a hat and a tie.', 'A teddy bear wearing a hat and a tie.', 'A teddy bear wearing a hat and a tie.', 'A teddy bear wearing a hat and a tie.', 'A teddy bear wearing a hat and a teddy bear holding a teddy bear.', 'A teddy bear wearing a hat and a tie.', 'A teddy bear wearing a hat and a hat.', ""A teddy bear with a hat on it's head.""]"
DRSL3_0_6,car_0437.jpg,"['A car parked in the middle of the road.', 'A white car parked next to a red car.', 'A white and black car parked next to a red and white car.', 'A white and black car parked next to a brick building.', 'A white and black motorcycle parked in front of a brick building.', 'A white and black motorcycle parked in front of a brick building.', 'A white and red truck with a black and white background.', 'A large red and white teddy bear sitting on top of a wooden bench.', 'A large red and white teddy bear sitting on top of a wooden table.', 'A large red and white teddy bear sitting on top of a wooden table.', 'A large teddy bear is sitting on a wooden table.']"
DRSL3_0_6,car_0602.jpg,"['A car is parked in front of a large white car.', 'A black and white photo of a car.', 'A vintage car is parked in a garage.', 'A large white and black motorcycle parked in a parking lot.', 'A large white and blue motorcycle sitting on a bed.', 'A black and white photo of a black and white bed.', 'A pair of shoes on a bed with a black and white pattern.', 'A pair of shoes on a bed with a black and white pattern.', 'A white pillow with a black and white pattern on it.', 'A pair of black and white striped ties sitting on a bed.', 'A white bed with a black and white patterned blanket.']"
DRSL3_0_6,cat_0801.jpg,"['A cat sitting on top of a wooden floor.', 'A cat sitting on top of a car seat.', 'A cat sitting on top of a car seat.', 'A cat is sitting in a car window sill.', 'A woman is sitting in a car with a cat.', 'A woman is standing next to a car with a cat.', 'A woman with a cat on her head in a car.', 'A woman and a man walking down a street with an umbrella.', 'A woman and a man are walking down the street with their umbrellas.', 'A woman and a man are walking down the street with their umbrellas.', 'Two women are walking in the rain with their umbrellas.']"
DRSL3_0_6,dog_0672.jpg,"['A dog is standing in the dirt with a toy.', 'A dog is standing on the sidewalk with its mouth open.', 'A white dog standing on a sidewalk next to a street.', 'A white dog standing on a sidewalk next to a street.', 'A white dog walking down a street with its mouth open.', 'A white and black dog walking down a street.', 'A white and black dog walking down a street.', 'A white and black dog walking down a street.', 'A white and black dog standing on a street corner.', 'A large white and red bird standing on a street.', 'A street sign on a building with a street name on it.']"
DRSL3_0_6,car_0574.jpg,"['A white car parked next to a parked motorcycle.', 'A black and white photo of a car parked on the street.', 'A vintage car is parked in a parking lot.', 'A vintage car is shown with a red seat.', 'A vintage car with a large propeller on top.', 'A toy car is shown with a remote control.', 'A toy is shown on a table with a remote control.', 'A microwave with a toy in it on a table.', 'A microwave with a picture of a cat on it.', 'A microwave oven with a banana in it.', 'A microwave oven with a picture of a person holding a doughnut.']"
DRSL3_0_6,fruit_0737.jpg,"['A small bird is sitting on a piece of paper.', 'A large white bird sitting on top of a white cake.', 'A large umbrella is hanging from a pole.', 'A large umbrella is hanging from a red pole.', 'A large umbrella is hanging from a pole.', 'A large umbrella is hanging from a pole.', 'A large umbrella is hanging from a pole.', 'A large umbrella is hanging from a pole.', 'A large group of umbrellas are hanging from a pole.', 'A large group of colorful umbrellas hanging from a ceiling.', 'A large group of umbrellas are hanging from a pole.']"
DRSL3_0_6,car_0219.jpg,"['A car is parked in the middle of the road.', 'A car is parked in a parking lot with a dog.', 'A car with a helmet on is parked in a parking lot.', 'A motorcycle with a red seat and a black and white stripe.', 'A motorcycle with a red seat and a black handlebar.', 'A black and white photo of a motorcycle.', 'A black and white photo of a black and white skateboard.', 'A pair of scissors sitting on top of a piece of luggage.', 'A metal object with a metal handle on top of it.', 'A metal object with a metal handle on top of it.', 'A microwave oven with a metal object in it.']"
DRSL3_0_6,flower_0755.jpg,"['A large red rose in a green vase.', 'A couple of green flowers in a green field.', 'A bunch of green flowers in a field.', 'A bunch of green flowers in a field.', 'A group of green and yellow flowers in a field.', 'A herd of sheep grazing in a field.', 'A herd of sheep grazing in a field.', 'A herd of sheep grazing in a field.', 'A herd of sheep grazing on a lush green field.', 'A herd of sheep grazing on a lush green field.', 'A herd of cattle grazing on a lush green field.']"
DRSL3_0_6,car_0828.jpg,"['A red truck parked in a field next to a tree.', 'A car parked in front of a red car.', 'A car with a red and white stripe on the front.', 'A car with a red and white stripe on the front.', 'A car with a red seat and a black and white cat on the hood.', 'A car with a red seat and a black and white cat.', 'A car parked next to a motorcycle with a cat on the front.', 'A car with a bicycle on the front seat.', ""A car with a bicycle attached to it's rear wheel."", 'A car with a remote control on the back of it.', 'A car is parked next to a bicycle.']"
