loss_name,pic_name,answers
DRSL3_0_6,motorbike_0064.jpg,"['A motorcycle parked in front of a large building.', 'A motorcycle parked in a parking lot with a helmet on.', 'A motorcycle parked in a garage with a helmet on it.', ""A motorcycle with a helmet on it's back."", 'A pair of bicycles are sitting on a table.', 'A pair of scissors and a pair of scissors on a pair of shoes.', 'A pair of scissors and a pair of scissors on a pair of shoes.', 'A pair of scissors and a pair of scissors on a pair of scissors.', 'A pair of scissors and a pair of scissors on a pair of scissors.', 'A pair of scissors and a pair of scissors on a pair of scissors.', 'A pair of scissors and a pair of scissors on a pair of scissors.']"
DRSL3_0_6,airplane_0653.jpg,"['A large passenger jet flying over a large body of water.', 'A large passenger jet parked on the runway of an airport.', 'A large airplane parked in a parking lot.', 'A picture of a person sitting on a chair.', 'A wooden bench with a bird on it.', 'A wooden bench sitting next to a wooden wall.', 'A wooden bench sitting next to a wooden chair.', 'A wooden bench sitting next to a wooden wall.', 'A wooden table with a wooden chair and a wooden table cloth.', 'A wooden bench sitting next to a wooden wall.', 'A wooden table with a wooden chair and a wooden table cloth.']"
DRSL3_0_6,person_0743.jpg,"['A woman in a dress is talking on a cell phone.', 'A woman in a dress is standing in front of a mirror.', 'A woman in a dress is smiling while holding a toothbrush.', 'A man wearing a hat and a hat with a smile on his face.', 'A man wearing a hat and a tie.', 'A man wearing a hat and a tie.', 'A man wearing a hat and a hat with a smile on his face.', 'A man wearing a hat and a hat with a stuffed animal.', 'A boy wearing a hat and a teddy bear.', 'A little boy wearing a hat and holding a stuffed bear.', 'A little boy with a stuffed bear in his mouth.']"
DRSL3_0_6,cat_0466.jpg,"['A cat is sitting on a suitcase.', 'A cat is sitting on a bed with a cat on it.', 'A cat and a dog are sleeping on a bed.', 'Two cats are laying on a blanket next to each other.', 'Two cats are laying down on a blanket.', 'Two brown and white bears in a group.', 'Two bears are standing in the snow with their heads in the air.', 'Two bears are standing in the snow with their heads in the air.', 'Two large brown bears in a field with a few smaller bears.', 'Two bears are standing in the snow with their heads in the air.', 'Two zebras are standing in the snow with their heads in the air.']"
DRSL3_0_6,motorbike_0277.jpg,"['A motorcycle parked on the side of the road.', 'A group of people on motorcycles in a parking lot.', 'A group of people on motorcycles are sitting on a grass covered field.', 'Two men are riding motorcycles on a street.', 'Two men are riding motorcycles on a street.', 'Two men are riding motorcycles on a grassy field.', 'Two men are standing on a motorcycle in a field.', 'Two men are standing on a motorcycle in a field.', 'Two men are standing on a motorcycle in a field.', 'Two men are standing on a field with a group of people.', 'Two men are standing on a field with a group of people.']"
DRSL3_0_6,flower_0627.jpg,"['A row of colorful flowers in a row on a green field.', 'A large group of flowers in a large vase.', 'A large group of flowers in a vase.', 'A large vase of flowers in a vase.', 'A large vase with flowers in it on a table.', 'A vase of flowers in a vase on a table.', 'A vase with flowers in it on a table.', 'A vase with flowers in it on a table.', 'A vase with flowers in it on a table.', 'A vase with flowers in it on a table.', 'A vase with flowers in it on a table.']"
DRSL3_0_6,fruit_0034.jpg,"['A pizza with a lot of cheese on it.', 'A picture of a person wearing a hat and a scarf.', 'A woman with a black and white photograph on her face.', 'A woman in a dress is looking at a cell phone.', 'A woman in a dress is looking at a cell phone.', 'A woman in a dress is talking on a cell phone.', 'A woman and a girl are looking at a picture.', 'A woman is sitting in a bed with a baby.', 'A woman and a child are looking at a picture.', 'A woman is sitting in a room with a baby.', 'A woman is brushing her hair with a baby.']"
DRSL3_0_6,cat_0649.jpg,"['A cat is sleeping on a bed with a toy.', 'A cat is laying on the floor with a remote.', 'A cat is sitting on a desk with a computer mouse.', 'A cat is sitting on top of a computer keyboard.', 'A cat is sitting on top of a computer keyboard.', 'A cat is sitting on top of a computer keyboard.', 'A cat is sitting on top of a computer keyboard.', 'A cat sitting on top of a computer keyboard.', 'A cat sitting on top of a computer keyboard.', 'A cat sitting on top of a computer keyboard.', 'A cat sitting on top of a computer keyboard.']"
DRSL3_0_6,dog_0662.jpg,"['A dog is standing in front of a fence.', 'Two cows are standing in a pen with a wire fence.', 'Two cows are standing in a pen with a wire fence.', 'Two zebras are standing next to each other in a pen.', 'Two giraffes are standing next to each other in a pen.', 'Two zebras are standing next to each other in a pen.', 'Two giraffes are standing next to each other in a zoo.', 'Two giraffes are standing next to each other in a zoo.', 'Two giraffes are standing next to each other in a zoo.', 'Two giraffes are standing next to each other in a zoo.', 'Two giraffes are eating from a feeder.']"
DRSL3_0_6,flower_0635.jpg,"['A white vase with a flower in it.', 'A large yellow and green plant in a field.', 'A large group of yellow and green flowers in a field.', 'A large group of small yellow and green birds.', 'A group of three different colored and white watermelon.', 'A group of three different types of watermelon.', 'A group of three different types of watermelon.', 'A group of three different types of boats.', 'A group of three different types of vehicles.', 'A group of three different types of boats.', 'Two large trucks are parked in a field.']"
