loss_name,pic_name,answers
DRSL3_0_6,fruit_0197.jpg,"['A close up of a apple with a black background.', 'A close up of a tree with a large amount of apples.', 'A picture of a tree with a bunch of apples.', 'A large vase with a large flower in it.', 'A large red and white kite sitting on top of a tree.', 'A large colorful kite is flying in the sky.', 'A large group of colorful kites flying in the sky.', 'A large group of colorful kites flying in the sky.', 'A bunch of colorful kites flying in the sky.', 'A group of kites flying in the sky.', 'Several boats are lined up on the water.']"
DRSL3_0_6,motorbike_0656.jpg,"['A motorcycle parked next to a parked motorcycle.', 'A group of motorcycles parked next to each other.', 'A row of motorcycles parked next to each other.', 'A row of motorcycles parked next to each other.', 'A row of different types of motorcycles.', 'A bunch of different types of flags on a table.', 'A bunch of different types of stickers on a wall.', 'A bunch of different colored teddy bears on a wall.', 'A bunch of different colored teddy bears on a table.', 'A bunch of different colored teddy bears on a wall.', 'A bunch of different colored teddy bears on a table.']"
DRSL3_0_6,motorbike_0297.jpg,"['A motorcycle parked in a parking lot with a large amount of paint.', 'A motorcycle parked in front of a large building.', 'A motorcycle parked in front of a large building.', 'A group of motorcycles parked in a parking lot.', 'A group of motorcycles parked in a parking lot.', 'A group of motorcycles parked in a row on a street.', 'A group of motorcycles parked next to each other.', 'Two motorcycles are parked in front of a large group of people.', 'Two motorcycles are parked in front of a crowd of people.', 'Two motorcycles are lined up on a line.', 'Two rows of motorcycles are lined up on a street.']"
DRSL3_0_6,person_0701.jpg,"['A man in a black shirt is holding a white and red baseball bat.', 'A man in a suit and tie is smiling.', 'A man with a beard and a beard is smiling.', 'A woman in a dress is smiling while holding a camera.', 'A woman in a dress is smiling and smiling.', 'A woman in a dress is smiling and holding a flower.', 'A woman in a dress is smiling while holding a flower.', 'A woman in a dress is smiling and holding a flower.', 'A woman in a dress with a flower in her hand.', 'A woman in a red dress is looking at a flower in a window.', 'A woman in a dress with flowers in her hand.']"
DRSL3_0_6,cat_0872.jpg,"[""A cat is sitting on a woman's lap."", ""A cat is sleeping on a bed with a cat on it's head."", 'A cat laying on a bed with a pair of shoes.', 'A group of cats laying on a bed.', 'A group of dogs laying on top of a bed.', 'A group of animals laying in a pile of clothes.', 'A group of animals laying in a pile of hay.', 'A group of bears laying down in a pile of hay.', 'A group of bears in a pile of hay.', 'A group of bears in a pile of hay.', 'A group of bears in a pile of hay.']"
DRSL3_0_6,fruit_0072.jpg,"['A large white bird sitting on top of a white surface.', 'A large red and white ball with a blue and yellow background.', 'A large red and white kitty sitting on top of a red and white toy.', 'A red and white kite is in the air.', 'A colorful kite is being flown in the air.', 'A colorful umbrella is hanging from a red canopy.', 'A red umbrella is hanging from a red pole.', 'A red umbrella is hanging from a red pole.', 'A red umbrella is hanging from a red pole.', 'A umbrella is hanging from a red umbrella.', 'A pair of shoes on a street with a red umbrella.']"
DRSL3_0_6,motorbike_0671.jpg,"['A motorcycle parked on a beach with a large amount of water behind it.', 'A motorcycle parked in front of a building with a large mirror.', 'A motorcycle parked in front of a building.', 'A motorcycle parked in front of a building.', 'A motorcycle parked in front of a building.', 'A motorcycle parked in front of a window.', 'A motorcycle parked in front of a window.', 'A motorcycle parked in front of a window.', 'A motorcycle parked in front of a window.', 'A motorcycle parked in front of a window.', 'A motorcycle parked in front of a window.']"
DRSL3_0_6,airplane_0277.jpg,"['A large jetliner flying through the sky.', 'A plane flying in the sky with a propeller.', 'A plane is flying in the air with a propeller.', 'A small airplane sitting on top of a metal pole.', 'A toy is sitting on a metal object.', 'A toothbrush is sitting on a wall next to a toothbrush holder.', 'A toothbrush and a toothbrush holder in a bathroom.', 'A toothbrush and a toothbrush holder in a bathroom.', 'A toothbrush and a toothbrush holder in a bathroom.', 'A toothbrush and a toothbrush holder in a bathroom.', 'A toothbrush and a toothbrush holder in a bathroom.']"
DRSL3_0_6,person_0375.jpg,"['A man in a suit and tie is smiling.', 'A man in a suit is talking on a cell phone.', 'A man in a suit is talking on a cell phone.', 'A man in a suit is talking on a cell phone.', 'A man with a beard is looking at his cell phone.', 'A man is sitting in a hospital bed with his face covered with a mask.', 'A man is sitting on a bed with his hands on his face.', 'A man is sitting on a cell phone in a hospital bed.', 'A person is reading a book on a cell phone.', 'A person is reading a book on a cell phone.', 'A person sitting on a bed with a cell phone.']"
DRSL3_0_6,car_0464.jpg,"['A black and white photo of a car parked in a parking lot.', 'A motorcycle with a red seat and a red helmet.', 'A motorcycle with a helmet on it on a table.', 'A small bag of luggage sitting on top of a bed.', 'A bag of luggage sitting on top of a bed.', 'A pair of scissors sitting on top of a piece of fabric.', 'A pair of scissors sitting on top of a piece of fabric.', 'A piece of cake with a knife on it.', 'A bowl of food with a spoon and a knife.', 'A piece of cake with a spoon and a knife.', 'A bowl of food with a spoon and a knife.']"
DRSL3_0_6,flower_0361.jpg,"['A small white bird standing in a green field.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a vase.', 'A small flower in a vase on a table.', 'A vase with a flower in it on a table.', 'A vase with a flower in it on a table.', 'A vase with a flower in it on a table.', 'A vase with a flower in it on a table.', 'A vase with a flower in it on a table.', 'A vase with a flower in it on a table.']"
DRSL3_0_6,car_0707.jpg,"['A car parked in front of a parked motorcycle.', 'A white car parked in front of a red truck.', 'A white truck parked in a parking lot.', 'A large truck with a large tire on it.', 'A large truck with a large tire on it.', 'A large truck with a large tire on it.', 'A truck with a large tire on it.', 'A truck with a large, black and white flag on it.', 'A truck with a large amount of smoke in it.', 'A man in a white shirt is standing in the dirt.', 'A man in a hat is holding a large piece of cake.']"
DRSL3_0_6,motorbike_0019.jpg,"['A motorcycle parked on the side of the road.', 'A motorcycle parked in a parking lot with a large amount of paint.', 'A motorcycle parked in front of a large building.', 'A motorcycle parked in a parking lot with a large amount of paint.', 'A motorcycle parked in a parking lot with a lot of other motorcycles.', 'A motorcycle parked in a parking lot with a bunch of other motorcycles.', 'A row of motorcycles parked in a parking lot.', 'A row of motorcycles parked in a row on a table.', 'A row of motorcycles parked in a row on a rack.', 'A row of motorcycles parked in a row.', 'A row of motorcycles parked in a row on a floor.']"
DRSL3_0_6,fruit_0407.jpg,"['A bunch of colorful flowers in a green container.', 'A small bird is sitting on a piece of paper.', 'A close up of a small piece of paper on a table.', 'A black and white photo of a black and white keyboard.', 'A black and white keyboard with a black background.', 'A black and white keyboard with a black background.', 'A black and white keyboard with a black mouse.', 'A black and white keyboard sitting on top of a black and white mouse.', 'A computer mouse sitting on top of a keyboard.', 'A black and white image of a laptop computer.', 'A computer keyboard and mouse on a desk.']"
DRSL3_0_6,flower_0043.jpg,"['A large tree with a bunch of leaves on it.', 'A large red and white flower in a green plant.', 'A close up of a plant in a tree.', 'A red and white flower in a green vase.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a flower vase.', 'A close up of a flower in a car window.', 'A close up of a flower in a car window.']"
DRSL3_0_6,airplane_0239.jpg,"['A large passenger jet flying through a cloudy sky.', 'A large passenger jet parked at an airport.', 'A large airplane parked at an airport with a large amount of luggage.', 'A large plane parked at an airport with people standing around it.', 'A large plane parked at a terminal with people standing around it.', 'A large plane parked at a terminal with people standing around it.', 'A large plane parked in a parking lot.', 'A truck parked next to a boat on a trailer.', 'A truck parked next to a building with a dog.', 'A man standing next to a boat in a yard.', 'A dog standing next to a wooden crate.']"
DRSL3_0_6,car_0555.jpg,"['A car is parked in front of a red car.', 'A black and white photo of a car on a road.', 'A large white and black motorcycle parked on a dirt road.', 'A large white and black motorcycle parked on a dirt road.', 'A large white truck parked on a dirt road.', 'A large truck with a large tire on it.', 'A truck with a large tire on it is driving down a dirt road.', 'A truck with a large tire on it on a dirt road.', 'A large truck with a large amount of dirt on it.', 'A large truck with a large amount of dirt on it.', 'A large white truck parked on a dirt road.']"
DRSL3_0_6,motorbike_0111.jpg,"['A motorcycle parked in front of a large building.', 'A motorcycle is riding on a dirt road.', 'A man riding a motorcycle on top of a dirt field.', 'A man riding a motorcycle on top of a dirt road.', 'A man riding a motorcycle down a track.', 'A man riding a skateboard on top of a ramp.', 'A man riding a skateboard down a ramp.', 'A man riding a skateboard down a ramp.', 'A man riding a skateboard down a ramp.', 'A man on a skateboard doing tricks on a ramp.', 'A man jumping in the air while riding a skateboard.']"
DRSL3_0_6,dog_0006.jpg,"['A dog is standing in the grass with a frisbee.', 'A brown and white dog is looking at the camera.', 'A small white dog is looking at the camera.', 'A white and black dog looking at something in the background.', 'A white and black vase with a flower in it.', 'A close up of a bowl of water with a flower in it.', 'A glass of water with a flower in it.', 'A glass of water with a flower in it.', 'A glass of water with a spoon in it.', 'A glass of water with a spoon in it.', 'A glass of water with a spoon in it.']"
DRSL3_0_6,car_0129.jpg,"['A car parked in a parking lot next to a motorcycle.', 'A white car parked in a parking lot.', 'A white car parked in the middle of the road.', 'A white truck parked in the middle of the road.', 'A white truck driving down a wet road.', 'A white truck driving down a wet road.', 'A white truck driving down a river.', 'A white boat is docked in the water.', 'A white boat is docked in the water.', 'A white boat is floating in the water.', 'A white and black bear standing on a body of water.']"
DRSL3_0_6,fruit_0559.jpg,"['A small toy is sitting on a table.', 'A large red and white bird standing on top of a yellow and green object.', 'A large red umbrella is hanging from a tree.', 'A large umbrella is hanging from a red curtain.', 'A large umbrella is hanging from a red sky.', 'A large red and white kite flying in the sky.', 'A large red and white kite flying in the sky.', 'A large kite flying in the sky above a snowy field.', 'A large kite flying in the sky above a city.', 'A large white bird flying over a snowy hillside.', 'A large kite flying in the sky above a mountain.']"
