loss_name,image,answers
DRSL3,cat_0261.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has green eyes.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The woman is looking at the cat.', 'The cat has blue eyes.', 'The man is looking at the camera.']"
DRSL3,person_0490.jpg,"['The woman is holding a microphone in front of her. The woman is wearing a white shirt. The woman is holding a microphone in front of her', 'The woman is holding a cell phone.', 'The woman is looking at the camera.', 'This is a picture of a baby.', 'The man is holding a remote control.', 'This is a picture of a person holding a cell phone.', 'The picture is of a woman sitting on a couch with a man sitting next to her.', ""The woman's face is covered with a mask."", 'This is a picture of a cake.', 'This is a picture of a skateboarder riding a skateboard.', 'This is a picture of a man riding a skateboard.']"
DRSL3,car_0326.jpg,"['The car is blue, and the front bumper is blue, and the back bumper is blue, and the hood is blue, and the headlights are', 'The car is parked in front of a building.', 'The picture is of a car.', 'The car is blue.', 'The picture is of a helmet.', 'It is a picture of a brain.', 'The picture is of an elephant.', 'The picture is of a bear.', 'The elephant has a tusk.', 'The picture is of an elephant.', 'The picture is of a dragon.']"
DRSL3,person_0160.jpg,"['a man in a suit and tie', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', ""The image is of a man's face."", 'The picture is of a man and a dog. The man is wearing a blue shirt and the dog is wearing a red shirt.', 'The image is of a lion.', 'The man is wearing a tie.', 'The image is of a man with the face of a lion.', 'The man is looking at the camera.', 'The man has a beard.']"
DRSL3,dog_0151.jpg,"['The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is sitting on the ground.', 'The dog has its mouth open.', 'The image is of a dog.', 'It is a picture of a man sitting on an elephant with an umbrella in front of him.', 'This is a picture of a group of people standing in front of a sign.', 'This is a picture of food.', 'This is a picture of a man on a skateboard', 'This is a picture of a man riding a skateboard.', 'The picture is of a bear.']"
DRSL3,cat_0026.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The picture is of a cat sleeping.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a man sitting on a couch with a dog sitting next to him.', 'The image is of a man riding a horse in front of a man riding a horse in front of a man riding a horse in front of a', 'The picture shows a group of people sitting on a couch.', 'This is a picture of a skateboarder riding a skateboard.', 'The picture is of a train.', 'The picture is of a group of hippopotamuses.']"
DRSL3,fruit_0025.jpg,"['The picture shows an avocado.', 'The image is of a man holding a toothbrush in his hand.', 'The picture is of a lollipop.', 'The picture is of a lollipop.', 'The image is of a lollipop.', 'The picture is of a lollipop.', 'This is a picture of a skateboarder riding a skateboard.', 'This is a picture of a clock.', 'This is a picture of a man standing in front of a wall. The man is wearing a white shirt and black pants. He is holding a', 'This is a picture of a watch.', 'This is a picture of a bus.']"
DRSL3,car_0943.jpg,"['Audi tt coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe', 'The car is parked on the side of the road.', 'The car is parked in front of a building.', 'The car is parked in front of a wall.', 'This is a picture of a man sitting in a chair.', 'This is a picture of a clock.', 'This is a picture of a table with glasses on it.', 'This is a picture of a bus on the road.', 'The car is parked on the side of the road.', 'The picture is of a car.', 'This is a picture of a man lying on the ground.']"
DRSL3,airplane_0313.jpg,"['The picture is of an airplane flying in the sky.', 'The picture is of a plane flying in the sky.', 'The picture is of a plane in the sky.', 'The picture is of an airplane.', 'The plane is in the air.', 'The picture is of a whale.', 'The picture is of a water faucet.', 'The picture is of a gun.', 'This is a picture of an airplane.', 'The picture is of a skateboard.', 'This is a picture of a clock.']"
DRSL3,car_0509.jpg,"['2009 acura tlx', 'The car is parked in front of a building.', 'The picture is of a car.', 'The car is parked on the side of the road.', 'The picture is of a car.', 'The car is in a parking lot.', 'The picture is of a car.', 'The image is of a statue of a goat.', 'This is a picture of a bull.', ""It is a picture of a man's face."", 'This is a picture of a car.']"
