loss_name,image,answers
DRSL3,cat_0261.jpg,"['The kitten is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat is looking at the camera.', 'The cat has green eyes.', 'The man is riding a skateboard.', 'This is a picture of a cat.', 'This is a picture of a table with food on it.', 'This is a picture of a man standing in front of a wall. The man is wearing a white shirt, black pants, and black shoes.', 'This is a picture of a keyboard.', 'This is a picture of a man holding a toothbrush in his hand.']"
DRSL3,person_0490.jpg,"['The woman is holding a microphone in front of her face.', 'The woman is looking at the camera.', 'The woman is wearing a white shirt.', 'This is a picture of a cat.', 'The person is holding a can of soda.', 'The woman is holding a remote control.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a man riding a skateboard.', 'The man is looking at the camera.', 'The sky is blue.', 'This is a picture of a wall with a bunch of pillows in front of it. The pillows are in front of the wall and the']"
DRSL3,car_0326.jpg,"['The car is blue and has the words magic written on it.', 'The car is parked on the side of the road.', 'This is a picture of a car.', 'This is a picture of a horse.', 'This is a picture of a car.', 'This is a picture of a car.', 'This is a picture of a bus.', 'This is a picture of a man standing in front of a wall. The man is wearing a white shirt and black pants. He is holding a', 'This is a picture of a man eating a banana.', 'This is a picture of a bowl.', 'This is a picture of a clock.']"
DRSL3,person_0160.jpg,"['a man in a suit and tie', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man has his mouth open.', 'The man is looking at the camera.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on the wall.', 'This is a picture of a girl wearing a green dress and holding a green vase in her right hand. She is standing in front of a', 'The image is of a woman wearing a green dress and holding a green flower in her right hand. She is standing in front of a green wall', 'This is a picture of a girl wearing a white dress and holding a flower in her hand. The girl is wearing a white dress and holding a']"
DRSL3,dog_0151.jpg,"['The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is sitting on the ground.', 'The dog is looking at the camera.', 'The dog is sitting on the ground.', 'The dog is looking at the camera.', 'This is a picture of a group of people.', 'This is a picture of a dog.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a bowl full of nuts.', 'This is a picture of a bear.']"
DRSL3,cat_0026.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'This is a picture of a room with a lot of people in it.', 'The bus is parked on the side of the road.', 'The cat is looking at the camera.', 'The cat on the left is lying on top of the cat on the right. The cat on the right is lying on top of the cat on', 'This is a picture of a man sitting on the back of a bulldozer.', 'This is a picture of tires.', 'This is a picture of a couch.', 'This is a picture of a train.']"
DRSL3,fruit_0025.jpg,"['This is a picture of an avocado.', 'This is a picture of a bear.', 'This is a picture of a balloon.', 'The image is of a coin.', 'The image is of a man.', 'This is a picture of a cake.', 'This is a picture of a person.', 'This is a picture of a lollipop.', 'The image is of a man with his hands on his head.', 'This is a picture of a clock.', 'This is a picture of a phone.']"
DRSL3,car_0943.jpg,"['Audi tt coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe', 'The car is parked in front of a building.', 'This is a picture of a car.', 'This is a picture of a car.', 'This is a picture of a man riding a skateboard.', 'The car is parked on the side of the road.', 'This is a picture of a helmet.', 'The car on the left is a race car, the car on the right is a race car, and the car in the middle is a race', 'This is a picture of a car.', 'The image is of a woman lying on the ground.', 'This is a picture of a group of people sitting on the side of the road.']"
DRSL3,airplane_0313.jpg,"['The plane is in the air.', 'The plane is in the air.', 'The plane is in the air.', 'This is a picture of a plane.', 'This is a picture of a man on a rope.', 'This is a picture of a boat.', 'The man is sitting on a swing.', 'This is a picture of a woman sitting in a chair.', 'This is a picture of a boat.', 'This is a picture of a swing.', 'This is a picture of a man sitting on a chair.']"
DRSL3,car_0509.jpg,"['Acura', 'The car is parked on the side of the road.', 'The car is in front of a building.', 'This is a picture of a car.', 'This is a picture of a car.', 'This is a picture of a vase.', 'This is a picture of an elephant.', 'This is a picture of a statue of an elephant.', 'This is a picture of a bag with writing on it.', 'The picture is of a trumpet.', 'This is a picture of a water hose.']"
DRSL3,car_0045.jpg,"['Acura', 'The car is parked in front of a building.', 'The car is parked on the side of the road.', 'The car is parked in front of the building.', 'The car is parked on the street.', 'This is a picture of a man playing a video game.', 'This is a picture of a man playing a flute.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a car in a parking lot.', 'The image shows a group of people standing in front of a building.']"
DRSL3,person_0177.jpg,"['The man on the left is wearing a necktie. The man on the right is wearing a necktie.', 'The man on the left is looking at the man on the right. The man on the right is looking at the man on the left.', 'The man is looking at the camera.', ""This is a picture of a man's face."", 'This is a picture of a child.', ""This is a picture of a man's face."", 'This is a picture of a man riding a skateboard.', 'This is a picture of a man sitting on the back of a car.', 'This is a picture of a man riding a bicycle.', ""This is a picture of a woman's face."", 'The sky is blue and the sun is in the middle of the sky.']"
DRSL3,airplane_0143.jpg,"['The plane is in the air.', 'This is a picture of a plane.', 'This is a picture of a street sign in front of a building.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a group of sheep.', 'The truck is parked on the side of the road.', 'This is a picture of a man on a skateboard', 'The bus is parked in front of the building.', 'The car is parked on the side of the road.', 'The picture is of two trucks parked in front of a building.', 'This is a picture of a group of people on the road.']"
DRSL3,car_0409.jpg,"['The picture is of a car in a showroom.', 'The car is parked in front of a building.', 'The picture is of a car.', 'The car is parked in front of a building.', 'The car is parked in front of a building.', 'This is a picture of a man on a skateboard.', 'The picture is of a car parked in front of a building.', 'This is a picture of a man riding a bicycle.', 'This is a picture of a car.', 'This is a picture of a man riding a snowboard.', 'This is a picture of oranges.']"
DRSL3,dog_0358.jpg,"['The person is holding the dog.', 'This is a picture of a dog.', 'This is a picture of a dog.', 'The man is holding a mask.', 'This is a picture of a cat.', 'This is a picture of a man holding a bear.', ""This is a picture of a man's face."", 'This is a picture of a man with his hands on his head.', 'This is a picture of a woman with blue eyes.', 'This is a picture of a man wearing a top hat.', 'This is a picture of a bear.']"
DRSL3,dog_0542.jpg,"['The dog is black and white.', 'The dog is standing in the grass.', 'The dog is playing with a frisbee.', 'The bear is looking at the camera.', 'The cat is standing in the grass.', 'The man is on a skateboard.', 'This is a picture of a man riding a skateboard.', 'The man is riding a skateboard', 'This is a picture of a baseball game.', 'This is a picture of a statue of a cat.', 'This is a picture of a group of people sitting on the ground.']"
DRSL3,person_0305.jpg,"['The woman is holding a tennis racquet.', 'The woman is holding a tennis racket.', 'The boy is looking at the camera.', 'The woman has a moustache.', 'This is a picture of a man riding a skateboard.', 'The woman is looking at the camera.', 'This is a picture of a man holding an ice-cream.', 'This is a picture of a clock.', 'This is a picture of a bear.', 'The woman has her mouth open.', 'The girl is looking at the camera.']"
DRSL3,fruit_0436.jpg,"['This is a picture of a strawberry.', 'This is a picture of a pear.', 'This is a picture of a strawberry.', 'This is a picture of a pineapple.', 'This is a picture of a vase.', 'The picture is of a statue of a man sitting on the ground.', 'The picture is of a bear.', 'This is a picture of a bear.', 'The picture is of a vase.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a watermelon.']"
DRSL3,person_0763.jpg,"['the man is smiling', 'The man is smiling.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'This is a picture of a woman standing in front of a wall.', 'The sky is full of stars.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is made up of squares and triangles. The', 'This is a picture of a girl standing in front of a green wall. The girl is wearing a green dress and has her hands on the wall', '', 'This is a picture of a girl standing in front of a brick wall. The girl is wearing a white dress and has her hands on her hips', 'The image is a picture of a woman wearing a green dress with a white background. The dress is made of a green fabric and has a white']"
DRSL3,car_0262.jpg,"['Acura', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'This is a picture of a horse.', 'This is a picture of an elephant.', 'This is a picture of a scarf.', 'This is a picture of a shirt.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a group of people sitting on a couch.']"
DRSL3,person_0526.jpg,"['The man is holding a tennis racket.', 'The man is smiling.', 'The man is holding a baseball bat.', 'The man is wearing a white shirt.', 'The man is holding a pair of scissors.', 'The man is holding the saxophone in front of his face.', 'This is a picture of a man riding a skateboard.', 'The woman is wearing glasses.', 'This is a picture of a skateboarder riding a skateboard.', ""This is a picture of a man's face."", 'This is a picture of a cat.']"
DRSL3,motorbike_0030.jpg,"['The motorcycle is parked on the side of the road.', 'This is a picture of a motorcycle.', 'This is a picture of a motorcycle.', 'This is a picture of a bike.', 'The horse is black, the horse is white, the horse is black, the horse is white, the horse is black, the horse is white', 'This is a picture of a dog riding a horse.', 'This is a picture of a horse.', 'This is a picture of a donkey.', 'This is a picture of a girl standing in front of a vase of flowers.', 'The woman is standing in front of the elephant.', 'This is a picture of a man and a woman holding hands.']"
DRSL3,car_0715.jpg,"['Aston Martin', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'This is a picture of a car.', 'This is a picture of a dog.', 'This is a picture of a clock.', 'The sky is blue, the water is blue, and the clouds are orange.', 'It is a picture of a fish.', 'It is a picture of a person.', 'The picture is of a man wearing a mask.', 'This is a picture of a car.']"
DRSL3,car_0950.jpg,"['The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'This is a picture of a cat.', 'This is a picture of a hippo.', 'This is a picture of a car.', 'This is a picture of a helmet.', ""This is a picture of a man's face."", 'This is a map of the world.', 'it is a watch.', 'This is a picture of a pig.']"
DRSL3,fruit_0103.jpg,"['A potato.', 'This is a picture of a banana.', 'This is a picture of an egg.', 'This is a picture of a rock with writing on it.', 'The potato is on a table.', '', '', 'This is a picture of a kite.', 'This is a photo of a wall with a pattern made of yellow and brown dots. The pattern is made up of small yellow dots and brown dots', 'This is a picture of a man riding a skateboard.', 'This is a picture of a fish.']"
