loss_name,image,answers
DRSL3,cat_0261.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The picture is of a cat.', 'This is a picture of a cat.', 'The kitten is looking at the camera.', 'The cat is looking at the camera.']"
DRSL3,person_0490.jpg,"['The woman is holding a microphone in front of her face.', 'The woman is looking at the camera.', 'The woman is holding a cell phone.', 'This is a picture of a woman sitting in front of a TV.', 'This is a picture of a statue of a man.', 'The image is of a statue of a man sitting on a throne.', 'The image is of a man sitting on a chair.', 'The image is of a statue of a man.', 'The picture is of a baby elephant.', 'The baby is in the tub.', 'The picture is of a bear.']"
DRSL3,car_0326.jpg,"['1997 honda civic coupe rx-7 rx-7 rx-7 rx-7 rx-7 rx-', 'The car is parked on the side of the road.', 'This is a picture of a man sitting on a chair.', 'This is a picture of a man with a mask on his face.', 'The picture is of a man riding a bicycle.', 'The sky is blue, the sun is yellow, and the moon is white.', 'This is a picture of a man on a skateboard', 'The picture is of a car parked on the side of the road.', 'This is a picture of a woman sitting on the side of a truck.', 'This is a picture of a car.', 'This is a picture of a clock.']"
DRSL3,person_0160.jpg,"['the man is wearing a suit and tie', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'This is a picture of a man on a skateboard.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her back to the wall.', 'This is a picture of a girl holding a bunch of flowers in her hands. The girl is holding a bunch of flowers in her hands. The', 'The image is of a woman wearing a green and brown patterned dress. She is standing in front of a green and brown patterned wall.', 'The image is of a green and yellow vase. The vase is on a green and yellow background. The vase is in front of']"
DRSL3,dog_0151.jpg,"['The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is sitting on the ground.', 'The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is looking at the camera.', 'The image is of a man sitting on top of an elephant.', 'This is a picture of a train.', 'This is a picture of a statue of a bull.', 'The sky is blue.', 'This is a picture of a statue of a horse.']"
DRSL3,cat_0026.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'This is a picture of a woman sitting on the ground.', 'This is a picture of a man and a dog sitting in the back of a truck.', 'The sky is blue and the sun is in the middle of the image.', 'This is a picture of a dog.', 'This is a picture of a car parked on the side of the road.', 'The sky is blue, the sky is green, the sky is pink, the sky is blue, the sky is green, the sky is pink', 'This is a picture of a clock.', 'The man is riding a skateboard.']"
DRSL3,fruit_0025.jpg,"['The image is of an avocado.', 'This is a picture of a man holding a toothbrush.', 'This is a picture of a dog.', 'This is a picture of a man holding an umbrella.', 'This is a picture of a frisbee.', 'This is a picture of a cat.', ""The image is of a man's face."", 'The image is of a lion.', 'This is a picture of a skateboarder.', 'This is a picture of a clock.', 'The man is riding a skateboard.']"
DRSL3,car_0943.jpg,"['Audi tt coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe', 'The car is parked on the side of the road.', 'The car is parked in front of a building.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a man on a skateboard.', 'The picture is of a car parked on the side of the road.', 'This is a picture of a man on a skateboard', 'The picture shows a group of people standing in front of a building.', 'The sky is blue, the sun is shining, and the sky is full of dandelions.', 'This is a picture of a man riding a skateboard on a skateboard ramp. The man is wearing a white shirt, black pants, and']"
DRSL3,airplane_0313.jpg,"['The picture is of an air nortrum airplane flying in the sky.', 'The picture is of a plane flying in the sky.', 'The plane is in the air.', 'The boat is in the water.', 'The picture is of a plane in the sky.', 'This is a picture of a man on a skateboard.', 'This is a picture of a wall with a bunch of pillows in front of it. It is a picture of a wall with a bunch of', 'This is a picture of a christmas tree.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is in the background. The patterned wall', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hair in a bun.', 'This is a picture of a girl holding a bunch of flowers in her hands. The girl is holding a bunch of flowers in her hands. The']"
DRSL3,car_0509.jpg,"['2009 acura tlx', 'The car is parked on the side of the road.', 'The picture is of a car.', 'This is a picture of a car.', 'The girls are standing in front of a car.', 'This is a picture of a clock.', 'This is a picture of a woman standing in front of a patterned wall.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a man riding a skateboard.', 'The car is parked on the side of the road.', 'The girls are standing in front of a car.']"
