loss_name,image,answers
DRSL3,cat_0261.jpg,"['The kitten is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat has green eyes.', 'The cat is looking at the camera.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is in the background. The patterned wall', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on her hips.', 'This is a picture of a wall with a green background and a bunch of people standing in front of it. It is a picture of a wall', 'The image is of a woman wearing a green dress. The dress is made of green fabric. The woman is standing in front of a green wall']"
DRSL3,person_0490.jpg,"['The woman is holding a microphone in front of her. The woman is wearing a white shirt. The woman is holding a microphone in front of her', 'The woman is holding a cell phone.', 'The woman is looking at the phone.', ""The cat is looking at the woman's face."", 'It is a picture of a man.', 'The woman is looking at the camera.', 'The picture is of a man with his hand on the handle of a skateboard.', 'The sky is blue and the sun is in the middle of the picture.', 'This is a picture of a clock.', 'The girl is looking at the camera.', 'This is a picture of a man riding a skateboard.']"
DRSL3,car_0326.jpg,"['The blue car is a 1994 honda civic coupe', 'The car is parked on the side of the road.', 'The car is blue.', 'It is a picture of a bear.', 'It is a picture of an elephant with the word zero written on it.', 'The dragon is in the shape of a heart.', 'The picture is of a skateboard.', 'The image is of a man sitting in a chair.', 'The car is blue.', 'It is a picture of a car seat.', 'How do you feel?']"
DRSL3,person_0160.jpg,"['the man is wearing a suit and tie', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'This is a picture of a woman standing in front of a wall. The woman is wearing a white dress. The dress is made of white fabric', 'This is a picture of a man riding a skateboard.', 'this is a photo of a person on a skateboard', 'This is a picture of a man on a skateboard.', 'This is a photo of a man on a skateboard in front of an orange and yellow striped background. The photo was taken in front of a']"
DRSL3,dog_0151.jpg,"['The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is looking at the camera.', 'This is a picture of a man standing on a platform. He is wearing a brown jacket, brown pants, brown shoes, and brown gloves.', 'The dog is sitting on the ground.', 'The dog is looking at the camera.', 'The picture is of a dog with its tongue hanging out of its mouth.', 'The picture is of a group of elephants.', 'The dog is looking at the camera.', 'The dog is looking at the camera.', 'This is a picture of a man riding a skateboard.']"
DRSL3,cat_0026.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat on the left is lying on its back. The cat on the right is lying on its side. The cat on the left is lying', 'The cat on the left has blue eyes, the cat on the right has brown eyes.', 'The cat is sitting on the couch.', 'The picture is of a group of dogs sitting on a couch.', 'The picture is of a dog sleeping on a couch.', 'The picture shows a group of people sitting on the snow.', 'This is a picture of a man on a skateboard in front of a building. He is holding a skateboard in front of his face.', 'The sky is blue.']"
DRSL3,fruit_0025.jpg,"['The picture is of an avocado.', ""It is a picture of a man's face."", 'This is a picture of a clock.', 'It is a picture of a person sitting on a couch.', 'The sky is blue, the sun is shining, the sky is blue, the sun is shining, the sky is blue, the sky is blue', ""It is a picture of a man's head."", ""It's a birthday party."", 'The picture is of a man riding a skateboard.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is in the background. The patterned wall', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on the wall.', 'This is a picture of a wall with a bunch of green stuff on it. It is a picture of a wall with a bunch of green stuff']"
DRSL3,car_0943.jpg,"['Audi tt coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe', 'The car is parked in front of a wall.', 'The car is parked on the side of the road.', 'The picture is of a toy car.', 'This is a picture of a dog.', 'This is a picture of a canoe.', 'This is a picture of a shoe.', 'The image is of a horse.', 'The picture is of a purse.', 'The image is of a bag with a pattern on it.', 'The image is of a belt with balls on it.']"
DRSL3,airplane_0313.jpg,"['The picture is of an airplane flying in the sky.', 'The picture is of a plane flying in the sky.', 'The plane is in the air.', 'The clock is on the left side of the image.', 'The image is of a person sitting on a chair.', 'The image is of a whale.', 'The plane is in the air.', 'The picture is of a plane in the sky.', 'The picture is of an airplane.', 'This is a picture of a man riding a skateboard.', 'The picture is of a plane flying in the sky.']"
DRSL3,car_0509.jpg,"['2009 acura tlx', 'The car is parked on the side of the road.', 'The picture is of a car.', 'The picture is of a car.', 'The police car is parked in front of a building.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is made up of squares and triangles. The', 'This is a picture of a man on a skateboard.', 'This is a photo of a man standing in front of a yellow and green patterned background. The man is wearing a white shirt and black pants', 'This is a picture of a wall with a lot of texture and a lot of detail. It has a lot of texture and a lot of detail', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on the wall.']"
