loss_name,image,answers
DRSL3,cat_0261.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat is looking at the camera.', 'This is a picture of a bag with writing on it.', 'This is a picture of a backpack with a picture of a rabbit on it.', 'This is a picture of a room with a table, a chair, a lamp, a mirror, a wall, a table, a chair,', 'This is a picture of a woman with a bow on her head.', 'This is a picture of a plate with a bear on it.', 'The image is of a cat.', 'This is a picture of a pair of shoes.']"
DRSL3,person_0490.jpg,"['The woman is holding a microphone in front of her face.', 'The woman is looking at the camera.', 'The woman is looking at her phone.', 'It is a picture of a man.', 'The picture is of a dog.', 'The woman is looking at the camera with her eyes closed.', 'It is a picture of a clock with the face of a woman on the face of the face of the face of the face of the face of', 'This is a picture of a man standing on the edge of a boat. The boat is in the middle of the water. The man is holding', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hair in a bun.', 'The image is of a green and brown patterned wall with a green and brown patterned floor and a green and brown patterned ceiling.', '']"
DRSL3,car_0326.jpg,"['The blue car is a 1994 honda civic coupe', 'The car is parked on the side of the road.', 'The car is blue.', 'The car is parked on the side of the road.', 'The sky is blue, the clouds are white, and the sky is filled with clouds. The sky is blue, the clouds are white, and', 'This is a close up of a pattern on the wall of a room. The pattern is made up of dots and lines. The dots and lines', 'This is a picture of a man riding a skateboard.', 'The car is parked in front of a building.', 'This is a picture of a ball in the air.', 'This is a picture of a wall with a pattern of dots on it. The pattern is made up of dots of different sizes and colors. The', 'This is a picture of a man on a skateboard. The man is holding a skateboard in his left hand. The man is wearing a']"
DRSL3,person_0160.jpg,"['a man in a suit and tie', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', ""The image is of a man's face."", 'The man is wearing a white shirt and a black tie.', ""The image is of a man's face."", 'It is a picture of a man with his mouth open.', 'It is a picture of a person.', 'I love you.', ""This is a picture of a man's face.""]"
DRSL3,dog_0151.jpg,"['The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is looking at the camera.', 'This is a picture of a man with his hands on his head.', 'This is a picture of a woman standing in front of a white wall. The woman is wearing a white dress and has her hair in a bun', 'This is a picture of food.', 'The dog is looking at the camera.', 'The picture is of a man on a surfboard.', 'This is a picture of a cat.', 'This is a picture of a man on a skateboard', 'This is a picture of a fire hydrant.']"
DRSL3,cat_0026.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat on the left is looking at the cat on the right and the cat on the right is looking at the cat on the left.', 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'This is a picture of a woman standing in front of a wall. The woman is wearing a white dress and has her hair in a bun.', 'This is a picture of a green wall with a bunch of green plants in front of it. It is a picture of a green wall with a', '', 'The image is a picture of a woman in a field of green grass. The woman is wearing a green dress and has her hair in a bun', 'The image is of a woman wearing a white dress with a black and white floral pattern. She is standing in front of a brick wall with a', 'This is a picture of a wall with a bunch of pillows in front of it. It is a picture of a wall with a bunch of']"
DRSL3,fruit_0025.jpg,"['The picture is of an avocado.', ""The picture is of a man's face."", 'This is a picture of a plate with food on it.', 'This is a picture of a man with his head in his hands.', 'This is a picture of a clock.', 'This is an image of a man flying a kite in the sky. He is flying a kite in the sky. The kite is', 'This is a picture of a cat.', 'This is a picture of a man riding a skateboard.', 'This is a photo of a man on a skateboard in front of a rainbow background. The photo was taken at a skate park in san franc', 'This is a picture of a wall with a bunch of pillows in front of it. The pillows are in front of the wall and the', 'This is a picture of a girl standing in front of a green wall. The girl is wearing a green dress and has her hands on the wall']"
DRSL3,car_0943.jpg,"['2013 audi tt coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou', 'The car is parked in front of a building.', 'The car is parked in front of a building.', 'The truck is parked on the side of the road. The truck is parked on the side of the road. The truck is parked on the side', ""This is a picture of a woman standing in front of a wall. The woman's face is in front of the wall. The woman is holding"", 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hair in a bun.', 'This is a picture of a wall with a bunch of green plants on it. It is a picture of a wall with a bunch of green plants', 'The image is of a woman wearing a green and brown patterned dress. She is standing in front of a green and brown patterned wall.', 'The image is of a girl standing in front of a brick wall with a brick wall in the background. The girl is holding a brick in her', 'The image is of a girl standing in front of a wall. The wall is brown in color. The girl has brown hair and brown eyes.', 'The image is of a vase of flowers in a vase of water. The vase of flowers is in a vase of water.']"
DRSL3,airplane_0313.jpg,"['The plane is flying in the sky.', 'The plane is in the air.', 'The plane is in the air.', 'This is a picture of a plane flying in the sky.', 'The plane is in the air.', 'This is a picture of a boat.', 'This is a picture of the Eiffel Tower in Paris, France.', 'This is a picture of the Eiffel Tower in Paris, France.', 'This is a picture of a street in the city.', 'This is a picture of a clock tower.', 'This is a picture of a train on a track.']"
DRSL3,car_0509.jpg,"['2010 acura tlx', 'The car is parked in front of a building.', 'The car is parked in front of a building.', 'This is a picture of a car.', 'The car is parked in front of a building.', 'This is a picture of a cake with people standing in front of it.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a train with people riding on it.', 'The sky is blue and the sun is in the middle of the sky.', 'This is a picture of a group of people standing in front of a bus.', 'The car is in front of a wall.']"
