loss_name,image,answers
DRSL3,cat_0261.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat has blue eyes.', 'The cat is looking at the camera.', 'The cat is looking at the camera.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is in the background. The patterned wall', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on her hips.', 'This is a picture of a girl wearing a green dress and holding a green flower in her hand. She is standing in front of a green wall', 'This is a picture of a girl wearing a white dress and holding a flower in her hand. The girl is wearing a white dress and holding a', '', 'This is a picture of a wall with a bunch of pillows in front of it. The pillows are yellow and the wall is made of']"
DRSL3,person_0490.jpg,"['The woman is holding a microphone in front of her face.', 'The woman is holding a phone.', 'The woman is holding a microphone.', 'The woman is looking at the camera.', 'The woman is wearing a necklace with the letters of the alphabet on it. The woman is wearing a necklace with the letters of the alphabet on it', ""The woman's face is in the center of the image."", 'The face of a man is drawn on the wall. The face of a man is drawn on the wall. The face of a man is drawn', 'The woman is looking at the camera.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a man on a skateboard.']"
DRSL3,car_0326.jpg,"['The car is blue and has the words magic written on it.', 'The car is parked on the side of the road.', 'The car is parked in front of a building.', 'The car is parked in front of a building.', 'The car is parked on the side of the road.', 'The car is parked in front of a building.', 'This is a picture of a car.', 'The sky is blue, the clouds are white, the grass is green, the sun is yellow, the moon is orange, and the clouds are', 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'The car is blue.', 'The car is parked in front of a building.']"
DRSL3,person_0160.jpg,"['a man in a suit and tie', 'The man is looking at the camera.', 'The man has his mouth open.', 'The man is wearing a red tie.', 'The man is riding a skateboard.', 'There is a man on a skateboard.', 'The man is looking at the camera.', 'The man is wearing glasses.', 'This is a picture of a man eating a donut.', ""This is a picture of a man's face."", 'The man is looking at the camera.']"
DRSL3,dog_0151.jpg,"['The dog is looking at the camera.', 'The dog is looking at the camera.', 'The dog is looking at the camera.', 'The picture is of a dog.', 'The dog is looking at the camera.', 'It is a picture of an elephant.', 'The image is of a teddy bear.', 'This is a picture of a cat.', ""It is a picture of a man's face."", 'This is a picture of a sign.', ""This is a picture of a man's face.""]"
DRSL3,cat_0026.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The cat on the left has blue eyes and the cat on the right has green eyes.', 'The picture is of a cat.', 'A man is sitting on a chair with a book in his hand.', 'The text on the bag is written in the style of graffiti. The text on the bag is written in the style of graffiti. The text on', 'This is a picture of a man and a woman sitting on a bench. The man is holding a bag. The woman is holding a bag.', 'A man is sitting on a chair with his back to the camera.', 'It is a picture of a bag with writing on it. It is a picture of a bag with writing on it. It is a picture of', 'This is a picture of a cat.', 'This is a picture of a skateboarder riding a skateboard.']"
DRSL3,fruit_0025.jpg,"['This is a picture of an avocado.', 'This is a picture of a frisbee.', 'This is a picture of a bear.', 'The text is written on the face of the man in the picture.', 'This is a picture of a skateboarder.', 'This is a picture of a man riding a skateboard.', 'It is a picture of a snowman.', 'It is a picture of a person.', 'It is a picture of a group of people sitting in a circle.', 'The word “artemesia” is written on the circle.', 'The letters are arranged in a circle. The letters are arranged in a circle. The letters are arranged in a circle. The letters are arranged in']"
DRSL3,car_0943.jpg,"['2013 audi tt coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The man is riding a skateboard.', 'The truck is parked in front of a building.', 'This is a picture of a man on a skateboard.', 'This is a picture of a desk with a keyboard on it.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a woman standing in front of a brick wall with a bunch of bricks in her hand. The bricks are arranged in a', 'This is a picture of a man riding a skateboard.']"
DRSL3,airplane_0313.jpg,"['The plane is in the air.', 'The plane is flying in the sky. The plane is flying in the sky. The plane is flying in the sky. The plane is flying in', 'The plane is in the air. The plane is in the air. The plane is in the air. The plane is in the air. The', 'The plane is in the air.', 'This is a picture of a boat.', 'This is a picture of a man on a skateboard.', 'The plane is in the air.', 'The image is of a man riding a bicycle.', 'The sky is blue.', 'This is a picture of a man in a boat.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on her hips.']"
DRSL3,car_0509.jpg,"['acura tlx', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked in front of a building.', 'This is a picture of a car.', 'This is a picture of a vase.', 'This is a picture of a purse.', 'This is a picture of a purse.', 'This is a picture of a snowboarder.', 'This is a picture of a purse.']"
