loss_name,pic_name,answers,meteor_socres
CE,dog_0002.jpg,"['A dog is standing in the grass with a frisbee.', 'A dog wearing a hat and a white collar.', 'A man is sitting on a bed with a stuffed animal.', 'A man laying on a bed with a book on his lap.']","[1, 0.1835, 0.3351, 0.2818]"
CE,dog_0005.jpg,"['A dog wearing a red hat and a red collar.', 'A dog is sitting on the ground with its mouth open.', 'A white dog standing on a sandy beach.', 'A white dog sitting on a sandy beach.', 'A white dog sitting on a sandy beach.', 'A white dog sitting on a sandy beach.', 'A white dog sitting on a sandy beach.', 'A white and black dog sitting on a toilet.', 'A white dog sitting on a sandy beach.', 'A white and black dog sitting on a toilet.', 'A white toilet sitting on top of a sandy beach.']","[1, 0.1351, 0.1852, 0.1852, 0.1852, 0.1852, 0.1852, 0.2294, 0.1852, 0.2294, 0.1364]"
CE,dog_0006.jpg,"['A dog is standing in the grass with a frisbee.', 'A white dog is sitting on a tree in the woods.', 'A white dog wearing a red and white striped tie.', 'A white dog wearing a red bow tie.', 'A close up of a teddy bear on a tree.']","[1, 0.5157, 0.1818, 0.1852, 0.1818]"
CE,dog_0007.jpg,"['A dog wearing a red hat and a red bow tie.', 'A dog is sitting on a blanket with a stuffed animal.', 'A dog is laying on a blanket with a pair of shoes.', 'A cat laying on a blanket next to a book.', 'A woman sitting on a bed with a stuffed animal.', 'A woman sitting on a bed with a bag of luggage.']","[1, 0.31, 0.3074, 0.1681, 0.1681, 0.1667]"
CE,dog_0011.jpg,"['A dog is playing with a toy in a toy box.', 'A dog wearing a hat and a tie.', 'A dog wearing a tie and a hat.', 'A white and black dog wearing a tie.', ""A close up of a person's neck tie.""]","[1, 0.3179, 0.3179, 0.1709, 0.1271]"
CE,dog_0012.jpg,"['A dog is standing in the grass with a frisbee in its mouth.', 'A dog is standing in the grass with a white collar.', 'A white dog is standing in a field with a green and white striped blanket.', 'A cow with a white face and a black and white background.']","[1, 0.7014, 0.4946, 0.1439]"
CE,dog_0013.jpg,"['A dog is standing on a dirt ground.', 'A dog is sitting on a blanket in the sand.', 'A dog is sitting on a bed with a blanket.', 'A dog is sleeping on a bed with a blanket.', 'A woman is sleeping in a bed with a stuffed animal.', 'A woman in a dress is sitting on a bed.']","[1, 0.6114, 0.4635, 0.4635, 0.2151, 0.4043]"
CE,dog_0017.jpg,"['A dog wearing a red hat and a red bow tie.', 'A dog is standing on a wooden floor.', 'A black and white dog standing on a tile floor.', 'A white dog standing in a bathroom mirror.', 'A white and black dog standing on a toilet.', 'A white dog sitting on a toilet seat.', 'A white toilet sitting in a bathroom stall.']","[1, 0.1709, 0.2101, 0.1709, 0.2119, 0.1709, 0.1282]"
CE,dog_0025.jpg,"['A dog is sitting on a wooden floor.', 'A dog is sitting on a couch with a stuffed animal.', 'A brown and white dog is sitting on a couch.', 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a bed with a book.', 'A cat sleeping on a bed with a blanket.', 'A cat is sleeping on a bed with a pillow.', 'A cat sleeping on a bed with a pillow.', 'A cat sleeping on a bed with a blanket.', 'A bed with a stuffed animal on it.', 'A bed with a blanket and a stuffed animal.', 'A man laying on a bed with a baby.']","[1, 0.6825, 0.7309, 0.2717, 0.2717, 0.2717, 0.2198, 0.2717, 0.2198, 0.2198, 0.2222, 0.1648, 0.2198]"
CE,dog_0026.jpg,"['A dog is sitting on a wooden floor.', 'A dog is laying on the ground in the snow.', 'A dog is laying down in the snow.', 'A bear is laying down in the snow.']","[1, 0.4043, 0.3507, 0.1667]"
